Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Missing,Injuries,Damage ($Mil),Houses Destroyed,Houses Damaged,Total Deaths,Total Missing,Total Injuries,Total Damage ($Mil),Total Houses Destroyed,Total Houses Damaged
2011,10,21,17,57,16.1,5439,NA,KERMADEC ISLANDS,-28.993,-176.238,33,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,10,23,10,41,22.9,NA,NA,"TURKEY:  ERCIS, VAN",38.722,43.513,16,7.1,NA,604,NA,2608,1500,5739,4882,604,NA,2608,1500,5739,4882
2011,10,28,18,54,34,NA,NA,PERU:  SAN VICENTE DE CANETE,-14.438,-75.966,24,6.9,NA,1,NA,103,NA,134,NA,1,NA,103,NA,134,NA
2011,10,29,0,43,55.1,NA,NA,INDIA:  SIKKIM,27.449,88.684,10,3.5,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
2011,10,29,13,50,49,NA,NA,ECUADOR:  POMASQUI,-0.13,-78.37,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,11,1,0,21,28,NA,NA,CHINA:  XINJIANG PROVINCE,43.648,82.437,28,5.6,NA,NA,NA,NA,10.5,2453,NA,NA,NA,NA,10.5,2453,NA
2011,11,6,3,53,10,NA,NA,OKLAHOMA:  SPARKS,35.532,-96.765,5,5.7,8,NA,NA,2,NA,14,NA,NA,NA,2,NA,14,NA
2011,11,7,9,43,15.9,NA,NA,PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE,7.904,125.185,46,5,NA,NA,NA,31,NA,NA,23,NA,NA,31,NA,NA,23
2011,11,8,2,46,57,NA,NA,"OKLAHOMA:  SPARKS, PRAGUE",35.531,-96.788,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,11,9,19,23,33.2,NA,NA,TURKEY:  VAN,38.429,43.229,5,5.7,NA,40,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA
2011,11,21,3,15,42.2,NA,NA,INDIA:  ASSAM,24.955,95.236,114,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,11,24,21,13,15.6,NA,NA,EL SALVADOR-GUATEMALA,13.297,-87.898,43,5.1,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,80
2011,12,1,12,48,17.7,NA,NA,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",38.31,76.888,32,5.3,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,300
2011,12,3,6,19,10.4,NA,NA,NEW ZEALAND:  COOK STRAIT,-41.364,174.315,56,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,12,11,1,47,25.9,NA,NA,MEXICO:  GUERRERO,17.844,-99.963,54,6.4,NA,2,NA,5,NA,NA,70,2,NA,5,NA,NA,70
2011,12,23,0,58,38.3,NA,NA,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.49,172.8,10,5.8,NA,NA,NA,60,NA,NA,NA,NA,NA,60,NA,NA,NA
2011,12,27,15,21,56.8,NA,NA,RUSSIA:  KYZYL,51.842,95.911,15,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,1,19,12,35,51.3,NA,NA,IRAN:  KHORASAN-E-RAZAVI,36.288,58.835,8,5.3,NA,NA,NA,238,NA,NA,NA,NA,NA,238,NA,NA,NA
2012,1,30,5,11,0.9,NA,NA,PERU:  ICA,-14.168,-75.635,43,6.4,NA,NA,NA,119,NA,NA,NA,NA,NA,119,NA,NA,NA
2012,2,2,13,34,40.6,5442,NA,VANUATU ISLANDS,-17.827,167.133,23,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,2,6,3,49,12.5,NA,NA,PHILIPPINES:  NEGROS ORIENTAL PROVINCE,9.999,123.206,11,6.7,NA,51,62,112,9,15000,NA,51,62,112,9,15000,NA
2012,2,26,2,35,0.5,NA,NA,TAIWAN:  PINGTUNG,22.661,120.891,28,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,2,27,18,48,55.3,NA,NA,IRAN:  RAVAR,31.428,56.778,10,5.2,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA
2012,3,5,23,6,30.8,NA,NA,PHILIPPINES:  MASBATE ISLAND,12.354,123.7,37,5.6,NA,NA,NA,10,NA,1,NA,NA,NA,10,NA,1,NA
2012,3,8,22,50,8.4,NA,NA,CHINA: XINJIANG,39.383,81.307,38,5.9,NA,NA,NA,36641,84,NA,NA,NA,NA,36641,84,NA,NA
2012,3,9,7,9,50.9,5706,NA,VANUATU ISLANDS,-19.125,169.613,16,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,3,14,9,8,35.1,5446,NA,JAPAN:  HOKKAIDO,40.887,144.944,12,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,3,16,7,58,2.5,NA,NA,PHILIPPINES:  SURIGAO,10.037,125.633,18,5.8,NA,NA,NA,55,NA,4,NA,NA,NA,55,NA,4,NA
2012,3,20,18,2,47.4,5447,NA,"MEXICO:  GUERRERO, OAXACA",16.493,-98.231,20,7.4,8,2,NA,13,600,800,NA,2,NA,13,600,800,NA
2012,3,25,22,37,6,NA,NA,"CHILE:  PARRAL, SANTIAGO",-35.2,-72.217,41,7.2,NA,1,NA,14,NA,NA,NA,1,NA,14,NA,NA,NA
2012,4,11,8,38,36.7,5449,NA,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.063,20,8.6,NA,10,NA,12,NA,NA,NA,10,NA,12,NA,NA,NA
2012,4,11,10,43,10.8,5450,NA,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802,92.463,25,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,4,14,22,5,26.4,5451,NA,VANUATU ISLANDS,-18.972,168.741,11,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,4,17,3,50,15.6,NA,NA,CHILE:  VALPARAISO,-32.625,-71.365,29,6.7,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
2012,5,3,10,9,35.6,NA,NA,"IRAN:  MOURMOURI, ABDANAN, DEHLORAN",32.747,47.726,10,5.4,NA,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA
2012,5,7,4,40,27.7,NA,NA,AZERBAIJAN:  ZAGATALA,41.549,46.789,11,5.7,NA,NA,NA,50,NA,3100,NA,NA,NA,50,NA,3100,NA
2012,5,11,12,41,35.3,NA,NA,"INDIA:  ASSAM:  KAMRUP, GUWAHATI",26.175,92.889,43,5.4,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA
2012,5,12,23,48,43.5,NA,NA,TAJIKISTAN,38.612,70.354,10,5.7,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2012,5,14,10,0,40.2,NA,NA,CHILE:  ARICA,-17.678,-69.591,10,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,5,14,10,0,40.2,NA,NA, PERU:  TACNA,-17.678,-69.591,10,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,5,19,13,41,21.2,NA,NA,BRAZIL:  MONTES CLAROS,-16.764,-43.999,10,4.1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6
2012,5,20,2,3,52,NA,NA,ITALY:  EMILIA ROMAGNA:  MIRANDOLA,44.89,11.23,6,6.1,NA,7,NA,NA,NA,NA,NA,7,NA,50,NA,NA,NA
2012,5,20,13,18,2,NA,NA,ITALY:  SANT'AGOSTINO,44.831,11.49,5,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,5,22,0,0,32.7,NA,NA,BULGARIA: PERNIK,42.645,22.968,10,5.6,7,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,90
2012,5,29,7,0,3,NA,NA,"ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO",44.851,11.086,10,5.9,NA,17,NA,350,15800,NA,NA,17,NA,350,15800,NA,NA
2012,6,4,11,18,13.4,NA,NA,INDONESIA:  JAVA,-7.692,106.371,50,5.8,NA,NA,NA,2,NA,NA,23,NA,NA,2,NA,NA,23
2012,6,10,12,44,16.5,NA,NA,TURKEY:  FETHIYE,36.42,28.88,35,6.1,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA
2012,6,10,12,44,16.5,NA,NA, GREECE:  RHODES,36.42,28.88,35,6.1,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA
2012,6,11,5,29,11.5,NA,NA,AFGHANISTAN:  HINDU KUSH,36.023,69.351,16,5.8,NA,75,NA,13,NA,143,593,75,NA,13,NA,143,593
2012,6,14,5,52,53.6,NA,NA,TURKEY:  SIRNAK,37.294,42.325,5,5.3,NA,NA,NA,23,NA,NA,25,NA,NA,23,NA,NA,25
2012,6,24,7,59,34.8,NA,NA,CHINA:  YUNNAN AND SICHUAN PROVINCES,27.767,100.781,10,5.5,NA,4,NA,394,NA,6768,NA,4,NA,394,NA,6768,NA
2012,6,29,21,7,33.8,NA,NA,CHINA:  XINJIANG PROVINCE,43.433,84.7,18,6.3,NA,NA,NA,52,68,NA,30000,NA,NA,52,68,NA,30000
2012,7,20,12,11,52,NA,NA,CHINA:  JIANGSU PROVINCE,32.978,119.593,10,4.9,NA,1,NA,2,NA,NA,NA,1,NA,2,NA,NA,NA
2012,7,25,0,27,45.2,NA,NA,INDONESIA: BANDA ACEH,2.707,96.045,22,6.5,NA,1,NA,NA,NA,NA,20,1,NA,NA,NA,NA,20
2012,7,25,11,20,27,NA,NA,SOLOMON ISLANDS: GUADALCANAL,-9.694,159.727,20,6.4,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,26,NA
2012,8,11,12,23,18.1,NA,NA,"IRAN:  AHAR, HARIS, VARZAGAN",38.329,46.826,11,6.5,NA,306,NA,3000,599,NA,NA,306,NA,3000,599,NA,NA
2012,8,14,2,59,38.4,NA,NA,RUSSIA:  SAKHALIN ISLAND,49.8,145.064,583,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,8,18,9,41,52.4,NA,NA,"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG",-1.315,120.096,10,6.3,NA,6,NA,43,NA,471,1097,6,NA,43,NA,471,1097
2012,8,27,4,37,19.4,5462,NA,NICARAGUA:  OFF THE COAST,12.139,-88.59,28,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,8,31,12,47,33.3,5463,NA,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",10.811,126.638,28,7.6,NA,1,NA,1,0.3,NA,NA,1,NA,1,0.3,NA,NA
2012,9,5,14,42,7.8,5464,NA,COSTA RICA:  NICOYA,10.085,-85.315,35,7.6,NA,2,NA,20,45,NA,NA,2,NA,20,45,NA,NA
2012,9,7,3,19,42.5,NA,NA,CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG,27.575,103.983,10,5.6,NA,81,NA,821,1000,37000,133000,81,NA,821,1000,37000,133000
2012,10,18,2,33,27.9,NA,NA,"INDIA:  DEURALA, JAISINGHNAGAR, KOTMA, SARAI, UMARIA",23.739,81.314,10,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2012,10,28,3,4,8.9,5467,NA,CANADA:  QUEEN CHARLOTTE ISLANDS,52.788,-132.101,14,7.7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2012,11,7,16,35,46.9,5468,NA,"GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU",13.988,-91.895,24,7.3,NA,48,NA,155,210,2769,7561,48,NA,155,210,2769,7561
2012,11,11,1,12,38.8,NA,NA,MYANMAR (BURMA):  SHWEBO,23.005,95.885,14,6.8,NA,26,NA,230,NA,251,NA,26,NA,230,NA,251,NA
2012,11,26,5,33,48.8,NA,NA,CHINA:  XINJIANG PROVINCE:  RUOQIANG,40.411,90.355,10,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,12,5,17,8,13.5,NA,NA,IRAN:  KHORASAN PROVINCE,33.506,59.571,14,5.7,NA,8,NA,12,NA,NA,NA,8,NA,12,NA,NA,NA
2012,12,7,8,18,23.1,5469,NA,JAPAN:  HONSHU:  MIYAGI PREFECTURE,37.89,143.949,31,7.2,NA,NA,NA,11,NA,NA,NA,NA,NA,11,NA,NA,NA
2013,1,5,8,58,19.3,5472,NA,ALASKA:  SOUTHEASTERN,55.393,-134.652,10,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,1,21,22,22,52.7,NA,NA,INDONESIA:  SUMATERA:  N,4.927,95.907,12,6.1,NA,1,NA,15,NA,NA,71,1,NA,15,NA,NA,71
2013,2,6,1,12,25.8,5476,NA,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.799,165.114,24,7.9,8,NA,NA,NA,NA,NA,NA,10,NA,15,36,588,478
2013,2,8,15,26,38.4,5477,NA,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.928,166.018,21,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,2,9,14,16,7.8,NA,NA,"COLOMBIA:  CAUCA, NARINO, VALLE DEL CAUCA, RISARALDA",1.135,-77.393,145,7,NA,NA,NA,15,NA,100,1900,NA,NA,15,NA,100,1900
2013,2,15,3,20,26,NA,NA,RUSSIA:  CHELYABINSK (METEOR EXPLOSION),55.15,61.41,NA,4.2,NA,NA,NA,1000,NA,NA,4000,NA,NA,1000,NA,NA,4000
2013,2,19,2,47,1.2,NA,NA,CHINA:  YUNNAN PROVINCE:  QIAOJIA,27.226,103.071,10,4.9,NA,NA,NA,8,NA,72,949,NA,NA,8,NA,72,949
2013,2,22,21,1,47.2,NA,NA,PERU:  S,-15.748,-71.425,8,5.3,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,80
2013,3,3,5,41,16.9,NA,NA,CHINA:  YUNNAN PROVINCE,25.98,99.812,8,5.4,NA,NA,NA,30,NA,700,2500,NA,NA,30,NA,700,2500
2013,3,11,3,1,37.4,NA,NA,CHINA:  XINJIAN PROVINCE:  S,40.119,77.466,10,5.1,NA,NA,NA,NA,NA,864,NA,NA,NA,NA,NA,864,NA
2013,3,27,2,3,19.8,NA,NA,"TAIWAN:  NANTOU COUNTY, TAIPEI",23.828,121.215,19,6,NA,1,NA,86,1.128,NA,NA,1,NA,86,1.128,NA,NA
2013,4,9,11,52,49.9,NA,NA,"IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA",28.428,51.593,12,6.3,NA,37,NA,850,297,NA,700,37,NA,850,297,NA,700
2013,4,10,19,14,2,NA,NA,HONDURAS: ATLANTIDA,15.52,-87.159,4,5.4,NA,NA,NA,NA,NA,12,66,NA,NA,NA,NA,12,66
2013,4,12,20,33,17.5,NA,NA,JAPAN,34.369,134.828,14,5.8,NA,NA,NA,24,NA,NA,NA,NA,NA,24,NA,NA,NA
2013,4,16,10,44,20.1,NA,NA,IRAN,28.033,61.996,80,7.7,NA,40,NA,300,NA,NA,1000,40,NA,300,NA,NA,1000
2013,4,16,10,44,20.1,NA,NA, PAKISTAN:  MASHKAL,28.033,61.996,80,7.7,NA,40,NA,300,NA,NA,1000,40,NA,300,NA,NA,1000
2013,4,17,8,57,33.9,NA,NA,JAPAN: MIYAKEJIMA,33.958,139.352,9,5.8,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA
2013,4,18,0,50,38.5,NA,NA,TEXAS:  WEST,31.817,-97.088,0,2.1,NA,14,NA,200,100,50,NA,14,NA,200,100,50,NA
2013,4,19,3,5,52.6,5479,NA,RUSSIA:  KURIL ISLANDS,46.221,150.788,110,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,4,20,0,2,47.5,NA,NA,CHINA:  SICHUAN PROVINCE:  LONGMEN,30.308,102.888,14,6.6,NA,196,21,11470,6800,NA,NA,196,21,11470,6800,NA,NA
2013,4,22,1,16,32,5752,NA,MEXICO:  MICHOACAN: LAZARO CARDENAS,18.081,-102.182,30,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,4,24,9,25,30,NA,NA,AFGHANISTAN:  KAMA,34.526,70.22,64,5.5,NA,18,NA,141,NA,NA,676,18,NA,141,NA,NA,676
2013,5,1,6,57,13.4,NA,NA,"INDIA:  KASHMIR:  DODA, KISHTWAR, RAMBAN",33.061,75.863,15,5.7,NA,3,NA,90,19.5,1136,95532,3,NA,90,19.5,1136,95532
2013,5,11,2,8,8.5,NA,NA,IRAN:  HORMOZGAN: BASHAGARD,26.56,57.77,15,6.1,NA,2,NA,20,NA,NA,NA,2,NA,20,NA,NA,NA
2013,5,19,9,7,26.5,NA,NA,ALGERIA:  ALGIERS,36.703,5.261,7,4.9,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA
2013,5,24,5,44,48.9,NA,NA,RUSSIA:  SEVERO KURILSKIYE,54.892,153.221,598,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,6,1,14,10,6.7,NA,NA,"PHILIPPINES:  N. COTABATO:  KIMADZIL, KIBUGTONGAN",7.275,124.898,10,5.7,NA,NA,NA,33,NA,NA,164,NA,NA,33,NA,NA,164
2013,6,2,5,43,3.4,NA,NA,TAIWAN:  JENAI,23.789,121.141,17,6.3,NA,4,NA,21,1.1,NA,NA,4,NA,21,1.1,NA,NA
2013,6,15,16,11,2,5793,NA,GREECE:  CRETE,34.4,25.02,10,6.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,6,18,23,2,9.8,NA,NA,RUSSIA:  KEMEROVO,54.263,86.173,10,5.3,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,500
2013,6,22,5,42,39.8,NA,NA,INDONESIA:  LOMBOK ISLAND,-8.305,116.058,47,5.1,NA,NA,NA,50,NA,5370,1700,NA,NA,50,NA,5370,1700
2013,7,2,7,37,2.6,NA,NA,INDONESIA:  BANDA ACEH,4.645,96.665,13,6.1,NA,48,NA,2532,113,20401,NA,48,NA,2532,113,20401,NA
2013,7,8,2,13,40.6,NA,NA,INDONESIA:  JAVA,-8.803,113.002,60,5.7,NA,NA,NA,1,NA,124,NA,NA,NA,1,NA,124,NA
2013,7,17,3,0,56.5,NA,NA,ALGERIA:  HAMMAM MELOUANE,36.534,3.086,10,4.8,NA,NA,NA,11,NA,NA,NA,NA,NA,11,NA,NA,NA
2013,7,21,5,9,31.4,5491,NA,NEW ZEALAND:  COOK STRAIT,-41.704,174.337,17,6.5,NA,NA,NA,5,50,NA,35,NA,NA,5,50,NA,35
2013,7,21,23,45,56.6,NA,NA,"CHINA:   GANSU:  DINGXI, MIN",34.512,104.262,8,6,NA,95,NA,887,466,123000,138000,95,NA,887,466,123000,138000
2013,8,2,21,37,46.1,NA,NA,INDIA:  KASHMIR:  KISHTWAR,33.297,75.95,42,5.2,3,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA
2013,8,7,9,6,52.2,NA,NA,"GREECE:  CENTRAL:   PHTHIOTIS, REGGINI",38.689,22.695,0,5.3,4,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,100,NA
2013,8,11,21,23,41.3,NA,NA,CHINA:  TIBET (XIZANG PROVINCE): QAMDO,30.046,97.957,6,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,8,16,2,31,5.8,5519,NA,"NEW ZEALAND:  WELLINGTON, MARLBOROUGH",-41.734,174.152,8,6.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,8,21,12,38,29.7,NA,NA,"MEXICO:  SAN MARCOS, ACAPULCO",16.878,-99.498,21,6.2,8,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
2013,8,27,20,44,53.4,NA,NA,CHINA:  YUNNAN PROVINCE: SHANGRI-LA,28.239,99.328,10,5.2,NA,NA,NA,NA,NA,36,36,NA,NA,NA,NA,36,36
2013,8,31,0,4,17.8,NA,NA,CHINA:  YUNNAN PROVINCE:  BENZILAN,28.243,99.35,8,5.6,NA,5,NA,24,155,600,55500,5,NA,24,155,600,55500
2013,9,7,0,13,29.6,NA,NA,"GUATEMALA:  COATEPEQUE, QUETZALTENANGO",14.606,-92.121,66,6.4,7,1,NA,52,2,3,NA,1,NA,52,2,3,NA
2013,9,24,11,29,48,5506,NA,"PAKISTAN:  AWARAN, KECH",26.951,65.501,15,7.7,4,825,NA,619,100,32638,14118,825,NA,619,100,32638,14118
2013,9,25,16,42,43.2,NA,NA,PERU:  AREQUIPA,-15.839,-74.511,40,7.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,9,28,7,34,6.5,NA,NA,PAKISTAN: AWARAN,27.183,65.505,12,6.8,7,22,NA,50,NA,NA,NA,22,NA,50,NA,NA,NA
2013,10,12,13,11,53.4,5794,NA,GREECE:  CRETE:  CHANIA,35.514,23.252,40,6.6,7,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
2013,10,15,0,12,32.1,NA,NA,"PHILIPPINES:  BOHOL, CEBU, SIQUIJOR IS",9.88,124.117,19,7.1,9,222,8,976,51.8,NA,NA,222,8,976,51.8,NA,NA
2013,10,22,5,40,39.1,NA,NA,INDONESIA:  BANDA ACEH,5.103,95.971,10,5.4,5,1,NA,2,NA,NA,160,1,NA,2,NA,NA,160
2013,10,25,17,10,19.7,5533,NA,JAPAN:  HONSHU:  E COAST,37.156,144.661,35,7.1,6,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
2013,11,10,5,15,11,NA,NA,TAJIKISTAN:  VAHDAT,38.41,68.89,23,5.2,5,NA,NA,NA,NA,104,256,NA,NA,NA,NA,104,256
2013,11,17,9,4,55.5,5534,NA,SCOTIA SEA:  SOUTH ORKNEY ISLANDS,-60.274,-46.401,10,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,11,22,22,4,25.4,NA,NA,CHINA:  JILIN PROVINCE:  SONGYUAN,44.599,124.168,10,5.3,3,NA,NA,NA,NA,NA,5300,NA,NA,NA,NA,NA,5300
2013,11,28,13,51,34,NA,NA,IRAN:  BORAZJAN,29.32,51.31,8,5.8,5,8,NA,200,NA,250,NA,8,NA,200,NA,250,NA
2013,12,16,5,4,54.4,NA,NA,CHINA:  HUBEI PROVINCE,31.066,110.412,18,5.1,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,6.3,NA,NA
2014,1,2,3,13,54.6,NA,NA,IRAN:  BASTAK,27.15,54.448,8,5.2,NA,1,NA,30,2,NA,NA,1,NA,30,2,NA,NA
2014,1,5,3,36,40.6,NA,NA,COLOMBIA:  SIPI,4.557,-76.644,54,5.5,5,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,121
2014,1,13,4,1,3.2,NA,NA,PUERTO RICO,19.043,-66.81,20,6.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,1,20,2,52,44.4,NA,NA,"NEW ZEALAND: WELLINGTON, MANAWATU-WANGANUI",-40.66,175.814,28,6.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,1,25,5,14,18.5,NA,NA,INDONESIA:  JAVA:  BANYUMAS,-7.986,109.265,66,6.1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
2014,1,26,13,55,42.2,NA,NA,GREECE:  KEFALONIA,38.208,20.453,8,6.1,8,NA,NA,6,178,NA,NA,NA,NA,6,178,NA,NA
2014,2,2,14,26,45.5,NA,NA,IRAN:  GOHARAN,26.589,57.741,10,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,2,3,3,8,46.2,NA,NA,GREECE:  KEFALONIA:  LIXOURION,38.264,20.39,5,6,6,NA,NA,16,NA,NA,NA,NA,NA,16,NA,NA,NA
2014,2,9,2,16,2,NA,NA,OKLAHOMA:  GUTHRIE,35.893,-97.292,5,4.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,2,12,9,19,49.1,NA,NA,CHINA:  XINJIANG PROVINCE:  YUTIAN,35.905,82.586,10,6.9,3,NA,NA,NA,174,25000,65000,NA,NA,NA,174,25000,65000
2014,2,26,0,0,7,NA,NA,AUSTRALIA:  KALGOORLIE,-30.679,121.187,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,3,13,17,6,50.8,NA,NA,JAPAN:  SOUTHWESTERN,33.684,131.825,79,6.3,7,NA,NA,18,NA,NA,NA,NA,NA,18,NA,NA,NA
2014,3,16,21,16,29.6,5555,NA,CHILE:  IQUIQUE,-19.981,-70.702,20,6.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,3,29,4,9,42.2,NA,NA,"CALIFORNIA:  LA HABRA, BREA, FULLERTON",33.933,-117.916,5,5.1,6,NA,NA,NA,10.8,NA,20,NA,NA,NA,10.8,NA,20
2014,4,1,23,46,47.3,5557,NA,"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO",-19.61,-70.769,25,8.2,8,7,NA,NA,100,NA,2600,7,NA,NA,100,NA,2600
2014,4,3,2,43,13.1,5558,NA,CHILE:  NORTHERN:  IQUIQUE,-20.571,-70.493,22,7.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,4,4,22,40,35.4,NA,NA,CHINA:  YUNNAN PROVINCE:  XILUODU,28.174,103.619,25,5.4,NA,NA,NA,21,80,75,2700,NA,NA,21,80,75,2700
2014,4,10,23,27,45.6,NA,NA,"NICARAGUA:  NAGAROTE, MANAGUA",12.403,-86.378,13,6.1,6,2,NA,250,3,168,2210,2,NA,250,3,168,2210
2014,4,11,7,7,23.1,NA,NA,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.586,155.049,61,7.1,NA,1,NA,NA,NA,51,NA,1,NA,NA,NA,51,NA
2014,4,12,20,14,39.3,5559,NA,SOLOMON ISLANDS,-11.27,162.148,23,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,4,13,12,36,19.2,5560,NA,SOLOMON ISLANDS,-11.463,162.051,39,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,4,14,5,7,3.1,NA,NA,"NICARAGUA:  MANAGUA, CIUDAD SANDINO",12.151,-86.281,10,5.2,7,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA
2014,4,18,14,27,24.9,5563,NA,MEXICO:  GUERRERO,17.397,-100.972,24,7.2,8,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,127
2014,4,18,14,27,24.9,5563,NA, MEXICO CITY,17.397,-100.972,24,7.2,8,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,127
2014,4,19,13,28,0.8,5564,NA,PAPUA NEW GUINEA:  SOLOMON SEA,-6.755,155.024,43,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
